City,Continent,Class,Skewness,Dip_Statistic,Mean_Height
Motupe,SOUTH AMERICA,Pyramid,1.684163391,0.880613728,0.58185273
Mouila,AFRICA,Pyramid,5.291558517,0.996950447,0.015999577
Moundou,AFRICA,Hourglass,-0.055041118,0,1.710765538
Mount Barker,AUSTRALIA,Pyramid,0.806973172,0.991145464,0.587078007
Mount Gambier,AUSTRALIA,Hourglass,-0.228417569,0,2.224872746
Mount Isa,AUSTRALIA,Diamond,0.450887041,0.007117747,1.695878101
Moyale,AFRICA,Hourglass,0.433403614,2.76E-06,1.431363637
Moyo,AFRICA,Pyramid,1.051049327,0.993201006,0.578759425
Moyobamba,SOUTH AMERICA,Hourglass,0.469347789,0.000183234,1.404224293
Mozdok,EUROPE,Pyramid,0.991313635,0.002951634,1.375716844
Mozhga,EUROPE,Pyramid,0.983246662,0.774488575,1.258237596
Mpika,AFRICA,Hourglass,0.10158744,1.74E-05,1.3392061
Mpwapwa,AFRICA,Pyramid,0.658373753,0.681511074,1.096861545
Mt. Hagen,AUSTRALIA,Pyramid,3.384196154,0.986740345,0.342513984
Mt. Shasta,NORTH AMERICA,Pyramid,1.194709934,0.985400483,0.70785191
Mtsensk,EUROPE,Pyramid,1.319832981,0.993661349,2.11702194
Mtwara,AFRICA,Pyramid,1.227440871,0.740331035,0.749395412
Muar,ASIA,Pyramid,2.264045924,0.992098551,0.942079662
Mubende,AFRICA,Pyramid,1.944862442,0.988660236,0.059456405
Mubi,AFRICA,Pyramid,4.077776631,0.001532559,0.225045561
Muconda,AFRICA,Pyramid,1.823899139,0.994222861,0.535870413
Mudangiang,ASIA,Pyramid,1.778143581,0.242536713,2.166380197
Mudgee,AUSTRALIA,Diamond,0.479715088,0.013792181,1.275117886
Mudon,ASIA,Pyramid,3.37539816,0.00166304,0.222221816
Mufulira,AFRICA,Hourglass,1.328896096,0,1.521768962
Mugla,ASIA,Pyramid,1.486305094,0.304605604,0.946696945
Muglad,AFRICA,Pyramid,0.667538861,0.00145568,1.164766534
Muisne,SOUTH AMERICA,Pyramid,1.387494745,0.973108104,0.536148819
Mulhouse,EUROPE,Pyramid,1.97137632,0.47020425,1.354932862
Multan,ASIA,Hourglass,5.491464476,0,0.166428667
Mumbai,ASIA,Hourglass,1.970002508,0,1.801061993
Mumbwa,AFRICA,Diamond,0.433066491,0.996503266,1.276188702
Munchon,ASIA,Pyramid,3.842289004,0.868692619,0.459160482
Muncie,NORTH AMERICA,Pyramid,1.886255569,0.992761326,0.948555966
Munich,EUROPE,Hourglass,1.865223142,0,1.221723802
Murcia,EUROPE,Pyramid,1.965902895,0.981202074,1.372423425
Murfreesboro,NORTH AMERICA,Pyramid,1.682498114,0.99654039,0.940828869
Muriae,SOUTH AMERICA,Pyramid,1.255266881,0.993746263,1.667483488
Murmansk,EUROPE,Pyramid,2.014723763,0.41470489,0.543734476
Murom,EUROPE,Pyramid,1.482605489,0.6678788,1.465347762
Muroran,ASIA,Pyramid,2.38137945,0.985637993,1.974247052
Murray Bridge,AUSTRALIA,Pyramid,1.323372931,0.081505349,1.292844847
Mus,ASIA,Pyramid,2.275533113,0.993308502,0.689570895
Musan,ASIA,Pyramid,1.726903064,0.999073928,0.894371072
Muscat,ASIA,Pyramid,1.008531741,0.68366422,2.285697765
Mushie,AFRICA,Hourglass,-0.536570738,0,1.894605369
Musina,AFRICA,Diamond,0.493236903,0.39176604,1.349646592
Muskegon,NORTH AMERICA,Pyramid,1.880872048,0.995021278,0.962355204
Muskogee,NORTH AMERICA,Pyramid,2.059881321,0.995299474,0.874890704
Musoma,AFRICA,Pyramid,1.471165099,0.862304539,0.691800325
Muswellbrook,AUSTRALIA,Pyramid,0.617777085,0.019804964,1.356651048
Mutare,AFRICA,Pyramid,1.569501792,0.981087798,0.917090678
Muyinga,AFRICA,Hourglass,13.36831112,0,0.059427716
Muzaffarnagar,ASIA,Hourglass,6.320791624,0,0.126638603
Muzaffarpur,ASIA,Hourglass,7.345136131,0,0.098286313
Mwanza,AFRICA,Pyramid,1.95797486,0.631520316,1.02713672
Mweka,AFRICA,Hourglass,0.318586333,9.43E-05,1.945815219
Mwene-Ditu,AFRICA,Hourglass,0.591259669,0,1.30492565
Mwenga,AFRICA,Pyramid,3.925813916,1,0.216090592
Mwingi,AFRICA,Pyramid,1.441260866,0.965340689,0.85766848
Mwinilunga,AFRICA,Pyramid,0.569969744,0.908128612,1.443496983
My Tho,ASIA,Pyramid,1.113843737,0.984183803,1.941095061
Myeik,ASIA,Hourglass,0.713746845,0,1.341357004
Myingyan,ASIA,Pyramid,1.861066172,0.954925783,0.511256063
Myitkyina,ASIA,Pyramid,1.013278345,0.467774304,0.943270735
Mykolayiv,EUROPE,Hourglass,0.766398071,0,3.20024232
Mymensingh,ASIA,Hourglass,12.45784803,0,0.070262143
Myrtle Beach,NORTH AMERICA,Pyramid,1.837592977,0.460236463,1.25188342
Mysore,ASIA,Pyramid,1.53288805,0.083828434,0.878368346
Mzuzu,AFRICA,Pyramid,1.340845716,0.837797929,1.085278939
MÌùnster,EUROPE,Pyramid,1.648159963,0.043068931,1.379817536
Naberezhnyye Chelny,EUROPE,Pyramid,2.33130157,0.414248334,1.526885384
Nabeul,AFRICA,Hourglass,1.054203131,0,1.568919757
Nabire,AUSTRALIA,Diamond,0.398003766,0.114478116,1.189336147
Nablus,ASIA,Pyramid,2.574272581,0.37471905,0.663745232
Nacala,AFRICA,Hourglass,1.484339444,0,0.766845704
Nacaome,NORTH AMERICA,Hourglass,-0.456779092,0,1.946593799
Nadym,ASIA,Pyramid,1.900498096,0.004502908,2.360347657
Naga,ASIA,Pyramid,4.815955794,0.008532137,0.162575038
Nagano,ASIA,Hourglass,1.450629723,0,1.918372113
Nagaoka,ASIA,Hourglass,1.413346858,0,1.562787306
Nagasaki,ASIA,Pyramid,0.989322523,0.061507682,3.094692095
Nagele,AFRICA,Hourglass,0.391881918,0,1.243803079
Nagercoil,ASIA,Hourglass,4.295185838,1.59E-06,0.242275362
Nagoya,ASIA,Hourglass,1.187905986,0,2.912167748
Nagpur,ASIA,Hourglass,1.965365272,0,1.190354398
Naha,ASIA,Pyramid,0.888464045,0.367912344,2.341513514
Nain,NORTH AMERICA,Pyramid,1.594185419,0.988760753,0.107897007
Nairobi,AFRICA,Pyramid,1.495591968,0.850762724,1.582194327
Naivasha,AFRICA,Pyramid,1.597300869,0.993856204,0.917729206
Najran,ASIA,Pyramid,0.794920635,0.01965825,1.970487706
Nakhodka,ASIA,Pyramid,1.638636255,0.973313091,0.916367596
Nakhon Phanom,ASIA,Pyramid,2.365224449,1,0.634708057
Nakhon Ratchasima,ASIA,Pyramid,1.350868259,0.998257412,1.621153846
Nakhon Sawan,ASIA,Pyramid,1.213758186,0.996126189,1.618676365
Nakhon Si Thammarat,ASIA,Pyramid,2.945758275,0.495856,0.484460695
Nakuru,AFRICA,Pyramid,1.35987507,0.999367979,1.165061133
Naltchik,EUROPE,Hourglass,0.835510136,1.59E-05,1.02269844
Nalut,AFRICA,Diamond,0.164639483,0.009148833,2.399153493
Nam Dinh,ASIA,Hourglass,3.258630805,0,0.325365135
Namanga,AFRICA,Diamond,0.000695818,0.069801222,2.564915441
Namangan,ASIA,Hourglass,0.442463797,0,1.559688498
Namibe,AFRICA,Hourglass,0.146064495,0,2.024579168
Nampo,ASIA,Pyramid,1.016859806,0.08478882,1.805558701
Nampula,AFRICA,Hourglass,0.479913277,0,1.387585908
Namtu,ASIA,Pyramid,2.24951959,0.97623494,0.603657995
Namur,EUROPE,Pyramid,2.998180762,0.858764331,0.67882843
Nan,ASIA,Pyramid,3.019928621,0.770881104,0.379256366
Nanaimo,NORTH AMERICA,Pyramid,1.003425139,0.552536784,1.401235016
Nancha,ASIA,Pyramid,2.088735831,1,0.915156851
Nanchang,ASIA,Hourglass,4.383483943,0,0.558554327
Nanchong,ASIA,Hourglass,10.54458537,0,0.108265463
Nancy,EUROPE,Pyramid,1.764581811,0.845149542,1.44819202
Nanded,ASIA,Pyramid,2.810999845,0.001292168,0.452325624
Nandi,AUSTRALIA,Pyramid,2.094760438,0.999579802,1.065077351
Nandyal,ASIA,Pyramid,2.984564086,0.996749962,0.400481395
Nangong,ASIA,Hourglass,3.085508832,0,0.571107652
Nanjing,ASIA,Pyramid,1.710461339,0.126620357,2.83222096
Nanning,ASIA,Pyramid,1.272953749,0.38905079,2.443102725
Nanping,ASIA,Pyramid,2.528907174,0.998637094,1.654411635
Nantes,EUROPE,Hourglass,1.621426926,0,1.623283853
Nantong,ASIA,Hourglass,4.224095406,0,0.644704314
Nanuque,SOUTH AMERICA,Pyramid,1.267655546,0.964464801,1.513315374
Nanyang,ASIA,Hourglass,5.750047678,0,0.305207196
Nanyuki,AFRICA,Pyramid,2.601348745,0.997032457,0.535858274
Naples1,NORTH AMERICA,Pyramid,0.96163109,0.35472831,1.44301066
Naples2,EUROPE,Hourglass,1.70400315,5.97E-05,1.425819347
Nara,AFRICA,Pyramid,0.964571928,0.083423031,0.798812925
Narathiwat,ASIA,Pyramid,1.590541476,0.997593209,0.673976382
Narayanganj,ASIA,Hourglass,5.163357195,0,0.312857476
Narrabri,AUSTRALIA,Pyramid,1.697910345,0.999595256,0.806929181
Narrogin,AUSTRALIA,Pyramid,0.499501816,0.126596457,1.519118918
Narsarsuaq,NORTH AMERICA,Unknown,0,1,0
Narva,EUROPE,Pyramid,5.220984554,0.993078235,0.837636097
Naryan Mar,EUROPE,Pyramid,2.273937605,1,0.322177011
Naryn,ASIA,Pyramid,1.508468834,0.999591484,0.952072198
Nasca,SOUTH AMERICA,Pyramid,1.341512751,0.11380131,0.826090925
Nashville,NORTH AMERICA,Pyramid,3.09813296,0.308153639,1.174250592
Nasik,ASIA,Hourglass,3.271000562,0,0.464554058
Nassau,NORTH AMERICA,Hourglass,0.568836583,0,1.330568211
Nata,AFRICA,Diamond,-0.372970179,0.976758699,1.389497807
Natal,SOUTH AMERICA,Hourglass,1.498094069,0,1.012230226
Natchez,NORTH AMERICA,Pyramid,2.736852014,0.993746766,0.496695231
National City,NORTH AMERICA,Hourglass,0.68989299,0,2.563994807
Natitingou,AFRICA,Pyramid,0.611714599,0.010620176,1.696030693
Nautla,NORTH AMERICA,Pyramid,4.359002368,1,0.125140843
Navajoa,NORTH AMERICA,Hourglass,0.5521341,0,1.335267577
Navoi,ASIA,Hourglass,1.471602226,0,1.790272425
Navsari,ASIA,Pyramid,2.635548338,0.998097591,0.10455808
Nawabganj,ASIA,Hourglass,8.917549252,0,0.094423931
Nawabshah,ASIA,Hourglass,5.800580734,0,0.116837383
Naxcivan,ASIA,Pyramid,0.988569545,0.064887967,1.37706198
Naypyidaw,ASIA,Pyramid,2.569112113,0.905065006,0.345170674
Nazareth,ASIA,Hourglass,0.806181916,3.96E-07,2.108335611
Nazret,AFRICA,Hourglass,3.562910494,0,0.266174183
Nazyvayevsk,ASIA,Pyramid,1.922754202,0.995976079,0.589716711
Nchelenge,AFRICA,Diamond,0.244663758,0.002157742,1.248716455
Ndalatando,AFRICA,Diamond,-0.064752948,0.99106073,3.909753939
Ndele,AFRICA,Pyramid,1.211212636,1,0.837026094
Ndende,AFRICA,Unknown,0,1,0
Ndjamena,AFRICA,Hourglass,-0.583881151,0,2.731029931
Ndola,AFRICA,Hourglass,0.260874829,0,2.355277471
Necochea,SOUTH AMERICA,Hourglass,1.248739097,0,1.376290733
Needles,NORTH AMERICA,Pyramid,2.046655695,0.993391969,0.358889218
Neftekamsk,EUROPE,Hourglass,1.082642005,0,1.604587938
Nehe,ASIA,Pyramid,1.439186896,0.441399203,2.164298643
Neiafu,ANTARCTICA,Pyramid,2.684526566,0.998528426,0.070881524
Neiba,SOUTH AMERICA,Pyramid,1.557713133,0.077381344,0.568589424
Neijiang,ASIA,Hourglass,11.09884018,0,0.097245514
Neiva,SOUTH AMERICA,Pyramid,2.586077319,0.993348893,0.770900928
Nekemte,AFRICA,Hourglass,1.042734394,2.36E-06,1.200028796
Nelidovo,EUROPE,Pyramid,3.336044229,0.999426046,0.584682868
Nellore,ASIA,Pyramid,4.596234515,0.003048182,0.201827488
Nelson1,AUSTRALIA,Pyramid,1.571444294,0.002338753,1.92897956
Nelson2,NORTH AMERICA,Pyramid,2.09360082,0.989997823,0.680898074
Nelspruit,AFRICA,Hourglass,0.951420849,0.000977685,1.902153868
Nenana,NORTH AMERICA,Pyramid,1.589437295,0.36233244,0.092090567
Nenjiang,ASIA,Pyramid,1.101327901,0.800113592,2.214149088
Nepalganj,ASIA,Hourglass,6.739629451,0,0.086344076
Nephi,NORTH AMERICA,Hourglass,0.333051501,6.33E-07,1.15231333
Nerchinsk,ASIA,Pyramid,1.683934482,0.991915305,0.484242729
Neryungri,ASIA,Diamond,-0.030596954,0.993132809,2.404186644
Neuquen,SOUTH AMERICA,Hourglass,1.196470793,0,1.432372972
Nevelsk,ASIA,Pyramid,2.48726649,0.997868494,0.121295429
Nevers,EUROPE,Pyramid,1.979150305,0.983570686,1.108017918
Nevinnomyssk,EUROPE,Pyramid,2.101462476,0.905040599,1.111891842
Nevyansk,ASIA,Pyramid,2.694654358,0.995901456,0.584138891
New Albany,NORTH AMERICA,Pyramid,1.271570879,0.629050708,1.250068681
New Amsterdam,SOUTH AMERICA,Pyramid,1.877794442,1,0.492940265
New Bedford,NORTH AMERICA,Pyramid,1.669333113,0.835329485,1.11158007
New Braunfels,NORTH AMERICA,Pyramid,1.502189635,0.995871327,1.115929154
New Glasgow,NORTH AMERICA,Pyramid,5.702245863,0.605450462,0.201637201
New Haven,NORTH AMERICA,Pyramid,2.026380688,0.031008256,0.958277776
New Iberia,NORTH AMERICA,Pyramid,1.11924843,0.07247283,1.072586039
New Liskeard,NORTH AMERICA,Pyramid,3.048833801,1,0.31455058
New London,NORTH AMERICA,Pyramid,3.803427001,0.644244828,0.473557999
New Orleans,NORTH AMERICA,Hourglass,2.557476923,0,1.851510527
New Plymouth,AUSTRALIA,Pyramid,1.326061937,1,2.429260429
New York,NORTH AMERICA,Hourglass,2.342441928,0,1.441970805
Newark,NORTH AMERICA,Hourglass,1.80911254,6.84E-06,1.213092299
Newman,AUSTRALIA,Diamond,-0.350138768,0.343226008,1.360116045
Newport,NORTH AMERICA,Pyramid,1.951704776,0.996079013,0.989264503
Neyshabur,ASIA,Hourglass,0.326075368,0,1.626553427
Nezahualcoyotl,NORTH AMERICA,Hourglass,0.082837525,0,2.393760764
Ngaoundere,AFRICA,Hourglass,-0.034294953,0,2.580409845
Ngara,AFRICA,Pyramid,2.811514343,0.9995171,0.042510413
Nguigmi,AFRICA,Pyramid,1.440016077,0.004971719,0.580717919
Nguru,AFRICA,Hourglass,0.064858401,0,1.7933755
Nha Trang,ASIA,Pyramid,0.901623204,0.992086808,1.694712263
Niagara Falls,NORTH AMERICA,Pyramid,5.897296471,0.714095609,1.079354518
Niamey,AFRICA,Hourglass,0.11360179,0,1.852701474
Nice,EUROPE,Pyramid,1.428715315,0.800294446,1.631802352
Nicosia,ASIA,Pyramid,0.787417685,0.249179275,1.953754024
Nicuadala,AFRICA,Pyramid,1.300814692,1,0.587051013
Nieuw Nickerie,SOUTH AMERICA,Pyramid,1.830638837,0.550150373,0.552700796
Niigata,ASIA,Hourglass,1.172389109,0,2.315061351
Nikel,EUROPE,Pyramid,2.865280644,0.993266634,0.422398034
Nikolayevsk,EUROPE,Hourglass,-0.00613228,0,1.384365228
Nikolayevsk na Amure,ASIA,Pyramid,3.046938233,0.994858001,0.932870337
Nikopol,EUROPE,Hourglass,1.998208869,0,2.161062989
Nimes,EUROPE,Pyramid,1.510043179,0.913434602,1.532808528
Nimule,AFRICA,Pyramid,1.302296717,0.598203708,0.312510801
Ninde,ASIA,Pyramid,2.050276455,0.462915873,1.378965365
Ningan,ASIA,Pyramid,1.44203839,0.994092317,2.11504352
Ningbo,ASIA,Hourglass,1.762651199,3.80E-05,1.705023301
Ninh Binh,ASIA,Hourglass,5.569799811,0,0.246624276
Nioro du Sahel,AFRICA,Pyramid,1.003536938,0.010624257,0.926070339
Nipigon,NORTH AMERICA,Pyramid,4.289276201,1,0.235071092
Niquelandia,SOUTH AMERICA,Pyramid,1.123199595,0.81752965,1.014393573
Nis,EUROPE,Pyramid,1.214440279,0.909046732,1.273379733
Niteroi,SOUTH AMERICA,Hourglass,1.812190127,0,2.195795024
Niyala,AFRICA,Hourglass,-0.105980703,0,2.3191273
Nizamabad,ASIA,Pyramid,2.635863097,0.801081291,0.496866293
Nizhenvartovsk,ASIA,Hourglass,0.877293292,0,1.91317854
Nizhnekamsk,EUROPE,Pyramid,2.620609048,0.823865701,0.869659372
Nizhneudinsk,ASIA,Pyramid,1.454079901,0.993131689,1.060209465
Nizhny Novgorod,EUROPE,Hourglass,1.537002433,0,1.754640288
Nizhny Tagil,ASIA,Pyramid,4.163204478,0.121923225,0.826062701
Nizhnyaya Tura,ASIA,Pyramid,6.593801338,0.891398282,0.321346379
Nizhyn,EUROPE,Pyramid,2.171693659,0.981062452,0.65666219
Nizwa,ASIA,Pyramid,1.328108375,1,1.203021589
Njombe,AFRICA,Diamond,0.478042229,0.145097441,1.735194856
Nkawkaw,AFRICA,Diamond,0.251511263,0.559068685,1.935378068
Nkhata Bay,AFRICA,Pyramid,7.596881561,0.993902498,0.130455158
Nkhotakota,AFRICA,Pyramid,4.632216177,0.009388631,0.149497276
Nkongsamba,AFRICA,Pyramid,0.50601697,0.04993477,2.694799259
Nogales,NORTH AMERICA,Pyramid,0.84876012,0.442219095,2.742458745
Noginsk,EUROPE,Pyramid,2.052408236,0.797923545,1.4161515
Nola,AFRICA,Pyramid,1.670862051,0.982449738,0.60697814
Nome,NORTH AMERICA,Pyramid,5.698323398,0.943232741,0.011075622
Nong Khai,ASIA,Pyramid,3.16373317,0.473853383,0.476132986
Nongan,ASIA,Pyramid,3.582081534,0.155517335,0.702107433
Nonthaburi,ASIA,Hourglass,1.667896453,0,2.271566265
Norfolk1,NORTH AMERICA,Hourglass,1.815513061,0,1.322162921
Norfolk2,NORTH AMERICA,Pyramid,1.033864665,0.991226957,1.180061319
Norilsk,ASIA,Pyramid,6.421666291,0.061210278,0.231847005
Norman,NORTH AMERICA,Hourglass,1.898812594,0,1.239240679
Norman Wells,NORTH AMERICA,Pyramid,3.346473076,1,0.030962563
Norrkoping,EUROPE,Pyramid,3.198290267,0.04461494,0.622866046
Norseman,AUSTRALIA,Diamond,0.120745896,0.070114656,0.275461048
North Battleford,NORTH AMERICA,Pyramid,1.787122592,0.990613475,0.746168695
North Bay,NORTH AMERICA,Pyramid,1.932284808,0.869451174,0.926546414
North Platte,NORTH AMERICA,Hourglass,0.965526258,0.000643639,1.062292213
Northam,AUSTRALIA,Pyramid,0.599619966,0.992829336,1.288842949
Norwich,EUROPE,Hourglass,0.834290492,0,1.230928551
Nottingham,EUROPE,Hourglass,0.982478877,0,1.258827065
Nouadhibou,AFRICA,Hourglass,0.085472531,0,1.683120846
Nouakchott,AFRICA,Hourglass,-0.302816604,0,2.592385598
Noumea,AUSTRALIA,Pyramid,1.003857098,0.808298672,2.473567942
Nova Cruz,SOUTH AMERICA,Pyramid,4.948727924,1,0.165763153
Nova Friburgo,SOUTH AMERICA,Pyramid,1.867585558,0.997466056,1.224527887
Nova Iguacu,SOUTH AMERICA,Hourglass,0.863184231,0,1.758866993
Nova Lima,SOUTH AMERICA,Pyramid,1.486843293,0.803411817,1.913404005
Nova Vicosa,SOUTH AMERICA,Hourglass,0.564021229,0.000785496,0.994387101
Novara,EUROPE,Pyramid,0.869069121,0.163753628,2.316279095
Novi Sad,EUROPE,Pyramid,1.751893695,0.635888591,1.7242361
Novo Airao,SOUTH AMERICA,Pyramid,1.244504204,0.31527158,0.714156515
Novo Hamburgo,SOUTH AMERICA,Hourglass,0.561950246,0,1.81308436
Novo Horizonte,SOUTH AMERICA,Hourglass,0.294170826,0,2.028341207
Novoaltaysk,ASIA,Pyramid,1.717407234,0.024825245,1.60092325
Novocherkassk,EUROPE,Hourglass,1.489562811,0,1.72478104
Novokuybishevsk,EUROPE,Pyramid,2.378948235,0.806663832,0.580850436
Novokuznetsk,ASIA,Pyramid,1.888703828,0.337832116,1.070531528
Novomoskovsk,EUROPE,Pyramid,2.975248617,0.996698695,1.640636161
Novorossiysk,ASIA,Hourglass,0.498632733,0,2.25797235
Novoshakhtinsk,EUROPE,Hourglass,0.839393704,2.92E-06,1.11356992
Novosibirsk,ASIA,Hourglass,0.729507803,0,3.506548113
Novotroitsk,EUROPE,Hourglass,2.132507445,0,1.820843238
Novozybkov,EUROPE,Pyramid,0.968470177,0.262912956,1.29928382
Novyy Urengoy,ASIA,Pyramid,1.21327597,0.070537896,0.282595642
Nowra,AUSTRALIA,Pyramid,0.954576691,0.999464916,0.908508531
Nowy Sacz,EUROPE,Pyramid,3.114705722,0.357071368,0.547554938
Nsukka,AFRICA,Hourglass,3.822722018,0,0.247508686
Nueva Gerona,NORTH AMERICA,Hourglass,1.103211216,0.000112917,0.847964264
Nueva Imperial,SOUTH AMERICA,Hourglass,1.071717795,0,1.877671015
Nueva Rosita,NORTH AMERICA,Hourglass,0.4877749,0,1.128907835
Nueve de Julio,SOUTH AMERICA,Hourglass,0.373037957,0,1.592469229
Nuevitas,NORTH AMERICA,Pyramid,3.180928131,0.990615987,0.394388833
Nuevo Casas Grandes,NORTH AMERICA,Hourglass,0.172607736,0,1.506187066
Nuevo Laredo,NORTH AMERICA,Hourglass,0.534003678,0,1.519457947
Nukualofa,ANTARCTICA,Pyramid,1.17402047,0.997364944,0.872325248
Nukus,ASIA,Hourglass,0.184446666,0,1.768448709
Numan,AFRICA,Pyramid,2.046240354,0.998649173,0.461063293
Nuqui,SOUTH AMERICA,Pyramid,1.903824161,0.982960694,0.15238624
Nurnberg,EUROPE,Pyramid,1.621407109,0.25525725,1.694036355
Nusaybin,ASIA,Hourglass,0.664969251,0,1.565713843
Nyagan,ASIA,Pyramid,0.841525528,0.216561427,0.701169891
Nyanza,AFRICA,Hourglass,7.463329429,0,0.119211797
Nyimba,AFRICA,Pyramid,1.63907122,0.982165596,0.124183704
Nyiregyhaza,EUROPE,Pyramid,1.231460166,0.881309182,0.853063494
Nyunzu,AFRICA,Hourglass,0.396892319,0,1.299163074
Nzega,AFRICA,Hourglass,-0.083122002,0,1.395777569
Nzerekore,AFRICA,Hourglass,-0.209731378,0,2.67920816
Nzeto,AFRICA,Hourglass,0.129150409,3.47E-06,1.519446977
Oak Ridge,NORTH AMERICA,Pyramid,2.565636275,1,0.778030388
Oakland,NORTH AMERICA,Hourglass,1.093444998,0,2.182698121
Oamaru,AUSTRALIA,Pyramid,0.716539976,0.990804098,2.877872772
Oatlands,AUSTRALIA,Pyramid,3.355863144,0.991945506,0.257195756
Oaxaca,NORTH AMERICA,Hourglass,0.925541293,0,1.772953341
Ob,ASIA,Hourglass,1.027127935,0,1.25634767
Obando,SOUTH AMERICA,Pyramid,1.696520072,1,0.545004431
Obidos,SOUTH AMERICA,Pyramid,0.713130567,0.018267949,0.970391689
Obihiro,ASIA,Hourglass,0.661350898,0,2.613493432
Obninsk,EUROPE,Pyramid,1.317010511,0.920262158,1.418865121
Obo,AFRICA,Pyramid,2.028987324,0.996343431,0.578216263
Obock,AFRICA,Pyramid,2.301933162,0.991596726,0.436998834
Obuasi,AFRICA,Pyramid,1.797592775,0.197539572,0.897418741
Ocala,NORTH AMERICA,Pyramid,1.424916702,0.992939778,1.108504093
Ocana,SOUTH AMERICA,Pyramid,1.812765594,0.184959606,1.46103594
Oceanside,NORTH AMERICA,Hourglass,0.747350389,0,1.768837922
Ocumare del Tuy,SOUTH AMERICA,Pyramid,1.803318265,0.780695412,1.000990012
Odense,EUROPE,Pyramid,2.263044169,0.988045717,1.312756957
Odessa1,NORTH AMERICA,Hourglass,0.873934052,0,1.840749496
Odessa2,EUROPE,Hourglass,1.029126905,0,2.353582129
Odienne,AFRICA,Diamond,-0.232372678,0.915012171,2.215345546
Ogbomosho,AFRICA,Hourglass,1.669558148,0,1.012355257
Ogden,NORTH AMERICA,Hourglass,1.583570953,0,1.250029162
Oita,ASIA,Hourglass,2.594014312,0,3.189216993
Ojinaga,NORTH AMERICA,Hourglass,0.270154202,0,1.920006366
Okahandja,AFRICA,Pyramid,0.922534765,0.928979413,0.995378826
Okara,ASIA,Hourglass,5.951364584,0,0.152583358
Okayama,ASIA,Hourglass,1.758558483,0,2.998299939
Okha,ASIA,Pyramid,2.934541158,0.832788786,0.450251077
Oklahoma City,NORTH AMERICA,Hourglass,2.219234984,0,1.429935069
Oktyabrsk,ASIA,Hourglass,0.821369212,0,0.880922574
Oktyabrskiy,EUROPE,Hourglass,1.211771947,1.19E-05,1.309391392
Olavarria,SOUTH AMERICA,Hourglass,0.802460411,0,1.521159123
Olbia,EUROPE,Hourglass,1.059943227,0.000350332,1.30480924
Oldenburg,EUROPE,Hourglass,1.207735686,0,1.02772195
Olgiy,ASIA,Pyramid,1.593478612,0.294333554,0.95698383
Olinda,SOUTH AMERICA,Hourglass,1.226639883,0,1.647250881
Olmaliq,ASIA,Hourglass,1.257049467,1.41E-06,1.7766565
Olmos,SOUTH AMERICA,Pyramid,1.350067386,0.05924127,0.745015755
Olomouc,EUROPE,Pyramid,1.460690227,0.993363082,1.337716942
Olongapo,ASIA,Pyramid,3.716563422,0.004439735,0.345822451
Olovyannaya,ASIA,Pyramid,0.697936459,0.992620326,0.592499316
Olsztyn,EUROPE,Pyramid,2.237772569,0.956240807,1.14446937
Olympia,NORTH AMERICA,Pyramid,1.805519299,0.935995537,1.06290677
Omagh,EUROPE,Pyramid,1.987380501,0.999309443,0.631946667
Omaha,NORTH AMERICA,Hourglass,2.429739592,0,1.761485454
Omdurman,AFRICA,Hourglass,-0.297667679,0,2.404135774
Ometepec,NORTH AMERICA,Pyramid,1.881801824,0.998110724,0.80348773
Omsk,ASIA,Hourglass,1.549620854,0,2.030010325
Omutninsk,EUROPE,Pyramid,3.744832155,1,0.81421194
Ondjiva,AFRICA,Hourglass,-0.340632826,0,1.72346773
Ondo,AFRICA,Hourglass,1.69860529,0,0.735642641
Ondorhaan,ASIA,Pyramid,1.504377789,0.973097779,0.675500026
Onega,EUROPE,Pyramid,2.727393691,0.982448628,0.306787966
Ongjin,ASIA,Pyramid,4.267864758,0.670337837,0.182342756
Ongole,ASIA,Pyramid,2.711654757,0.936875185,0.503878058
Ongwediva,AFRICA,Pyramid,0.555316062,0.129148841,1.209277572
Onitsha,AFRICA,Pyramid,1.632499991,0.136780872,1.084066164
Ontario,NORTH AMERICA,Pyramid,1.031241522,0.043054361,1.448038189
Oostanay,ASIA,Hourglass,0.653486688,0,2.9261501
Opobo,AFRICA,Pyramid,1.262858713,0.994520253,0.672481047
Opole,EUROPE,Pyramid,2.967893214,0.976361187,0.766700611
Oradea,EUROPE,Pyramid,1.736041528,0.990751183,1.81481084
Oral,EUROPE,Hourglass,0.687526808,0,2.34347001
Oran,AFRICA,Hourglass,2.084175547,0.000122196,1.067166944
Orange,AUSTRALIA,Pyramid,0.790625026,0.980417677,1.114367519
Orange Walk,NORTH AMERICA,Pyramid,0.645274746,0.351371357,0.981111748
Orangeburg,NORTH AMERICA,Pyramid,1.927104338,1,0.857868842
Orangeville,NORTH AMERICA,Pyramid,1.13142689,0.056762982,1.094647711
Oranjemund,AFRICA,Hourglass,0.122890891,1.83E-05,1.161711196
Oranjestad,SOUTH AMERICA,Hourglass,0.383227105,0,2.047737226
Ordu,ASIA,Pyramid,2.957867174,0.57353264,0.503357722
Orebro,EUROPE,Pyramid,3.000010419,0.922146627,0.945902757
Orekhovo-Zuevo,EUROPE,Pyramid,2.284375169,0.997289656,1.267404146
Orel,EUROPE,Hourglass,1.610299479,0,1.771505571
